nutrition,value,measure,food_product
Thiamin,0.0508333333333333,MG,vegetable
Riboflavin,0.0530769230769231,MG,vegetable
Vitamin B-12,0.0,UG,vegetable
"Selenium, Se",0.0127272727272727,UG,vegetable
Protein,0.0296,G,waffle
Total lipid (fat),0.174719101123596,G,waffle
"Carbohydrate, by difference",0.0470588235294118,G,waffle
"Fiber, total dietary",0.00546875,G,waffle
"Calcium, Ca",0.0,MG,waffle
"Iron, Fe",0.0,MG,waffle
"Sodium, Na",0.15478260869565197,MG,waffle
"Vitamin C, total ascorbic acid",0.0,MG,waffle
Cholesterol,0.0966666666666667,MG,waffle
"Fatty acids, total saturated",0.166666666666667,G,waffle
Protein,0.0476,G,brown rice
Total lipid (fat),0.0200561797752809,G,brown rice
"Carbohydrate, by difference",0.0597647058823529,G,brown rice
"Fiber, total dietary",0.0375,G,brown rice
"Calcium, Ca",0.007692307692307691,MG,brown rice
"Iron, Fe",0.132222222222222,MG,brown rice
"Potassium, K",0.0531914893617021,MG,brown rice
"Sodium, Na",0.0,MG,brown rice
"Sugars, added",0.0,G,brown rice
Cholesterol,0.0,MG,brown rice
"Fatty acids, total saturated",0.0,G,brown rice
Protein,0.0225333333333333,G,brussel sprout
Total lipid (fat),0.00168539325842697,G,brussel sprout
"Carbohydrate, by difference",0.00701960784313725,G,brussel sprout
"Fiber, total dietary",0.0296875,G,brussel sprout
"Calcium, Ca",0.0323076923076923,MG,brussel sprout
"Iron, Fe",0.0777777777777778,MG,brussel sprout
"Magnesium, Mg",0.0547619047619048,MG,brussel sprout
"Phosphorus, P",0.0552,MG,brussel sprout
"Potassium, K",0.0827659574468085,MG,brussel sprout
"Sodium, Na",0.0108695652173913,MG,brussel sprout
"Zinc, Zn",0.0381818181818182,MG,brussel sprout
"Copper, Cu",0.0777777777777778,MG,brussel sprout
"Selenium, Se",0.0290909090909091,UG,brussel sprout
"Vitamin A, RAE",0.0422222222222222,UG,brussel sprout
Vitamin E (alpha-tocopherol),0.0586666666666667,MG,brussel sprout
Vitamin D (D2 + D3),0.0,UG,brussel sprout
"Vitamin C, total ascorbic acid",0.944444444444444,MG,brussel sprout
Thiamin,0.11583333333333301,MG,brussel sprout
Riboflavin,0.0692307692307692,MG,brussel sprout
Niacin,0.0465625,MG,brussel sprout
Vitamin B-6,0.128823529411765,MG,brussel sprout
Vitamin B-12,0.0,UG,brussel sprout
"Choline, total",0.0347272727272727,MG,brussel sprout
Vitamin K (phylloquinone),1.475,UG,brussel sprout
"Folate, DFE",0.1525,UG,brussel sprout
Cholesterol,0.0,MG,brussel sprout
"Fatty acids, total saturated",0.000516666666666667,G,brussel sprout
Protein,0.0833333333333333,G,bulgur
Total lipid (fat),0.012752808988764,G,bulgur
"Carbohydrate, by difference",0.0525490196078431,G,bulgur
"Fiber, total dietary",0.0625,G,bulgur
"Calcium, Ca",0.0346153846153846,MG,bulgur
"Iron, Fe",0.0911111111111111,MG,bulgur
"Sodium, Na",0.00478260869565217,MG,bulgur
"Vitamin C, total ascorbic acid",0.0,MG,bulgur
Cholesterol,0.0,MG,bulgur
"Fatty acids, total saturated",0.00475,G,bulgur
Protein,0.007866666666666671,G,butter
Total lipid (fat),0.0,G,butter
"Carbohydrate, by difference",0.0018431372549019601,G,butter
"Fiber, total dietary",0.009375,G,butter
"Calcium, Ca",0.0184615384615385,MG,butter
"Iron, Fe",0.0705555555555556,MG,butter
"Sodium, Na",0.0,MG,butter
"Vitamin C, total ascorbic acid",0.0466666666666667,MG,butter
Cholesterol,0.0,MG,butter
"Fatty acids, total saturated",0.0,G,butter
Protein,0.0222,G,buttermilk
Total lipid (fat),0.00235955056179775,G,buttermilk
"Carbohydrate, by difference",0.0042509803921568605,G,buttermilk
"Fiber, total dietary",0.0,G,buttermilk
"Calcium, Ca",0.0961538461538461,MG,buttermilk
"Iron, Fe",0.0,MG,buttermilk
"Sodium, Na",0.0743478260869565,MG,buttermilk
"Vitamin C, total ascorbic acid",0.0,MG,buttermilk
Cholesterol,0.0133333333333333,MG,buttermilk
"Fatty acids, total saturated",0.0035,G,buttermilk
Total lipid (fat),0.0,G,butternut squash
"Calcium, Ca",0.0361538461538462,MG,butternut squash
"Iron, Fe",0.0472222222222222,MG,butternut squash
"Sodium, Na",0.0,MG,butternut squash
"Vitamin C, total ascorbic acid",0.23555555555555605,MG,butternut squash
Cholesterol,0.0,MG,butternut squash
"Fatty acids, total saturated",0.0,G,butternut squash
"Carbohydrate, by difference",0.00925490196078431,G,butternut squash
"Fiber, total dietary",0.01875,G,butternut squash
Protein,0.007866666666666671,G,butternut squash
Total lipid (fat),0.00280898876404494,G,cabbage
"Carbohydrate, by difference",0.00188235294117647,G,cabbage
"Calcium, Ca",0.0253846153846154,MG,cabbage
"Potassium, K",0.0321276595744681,MG,cabbage
"Zinc, Zn",0.02,MG,cabbage
"Selenium, Se",0.00909090909090909,UG,cabbage
Vitamin E (alpha-tocopherol),0.00733333333333333,MG,cabbage
Niacin,0.06875,MG,cabbage
Vitamin B-6,0.125294117647059,MG,cabbage
"Choline, total",0.0281818181818182,MG,cabbage
"Folate, DFE",0.13,UG,cabbage
Protein,0.00733333333333333,G,cabbage
"Fiber, total dietary",0.0125,G,cabbage
"Iron, Fe",0.138888888888889,MG,cabbage
"Magnesium, Mg",0.0333333333333333,MG,cabbage
"Phosphorus, P",0.0192,MG,cabbage
"Sodium, Na",0.216521739130435,MG,cabbage
"Copper, Cu",0.0266666666666667,MG,cabbage
"Vitamin A, RAE",0.00555555555555556,UG,cabbage
Vitamin D (D2 + D3),0.0,UG,cabbage
"Vitamin C, total ascorbic acid",0.0,MG,cabbage
Thiamin,0.00833333333333333,MG,cabbage
Riboflavin,0.16153846153846202,MG,cabbage
Vitamin B-12,0.0,UG,cabbage
Vitamin K (phylloquinone),0.3633333333333329,UG,cabbage
Cholesterol,0.0,MG,cabbage
"Fatty acids, total saturated",0.000558333333333333,G,cabbage
Protein,0.0235333333333333,G,cake
Total lipid (fat),0.132022471910112,G,cake
"Carbohydrate, by difference",0.0443137254901961,G,cake
"Fiber, total dietary",0.0,G,cake
"Calcium, Ca",0.0184615384615385,MG,cake
"Iron, Fe",0.0588888888888889,MG,cake
"Potassium, K",0.01,MG,cake
"Sodium, Na",0.18434782608695702,MG,cake
"Sugars, added",0.28266666666666695,G,cake
Cholesterol,0.08,MG,cake
"Fatty acids, total saturated",0.0883333333333333,G,cake
Total lipid (fat),0.0,G,candy
"Sodium, Na",0.0,MG,candy
Protein,0.0,G,candy
"Carbohydrate, by difference",0.0784313725490196,G,candy
"Sugars, added",0.666666666666667,G,candy
Protein,0.005,G,cantaloupe
Total lipid (fat),0.0,G,cantaloupe
"Carbohydrate, by difference",0.00702745098039216,G,cantaloupe
"Fiber, total dietary",0.00546875,G,cantaloupe
"Calcium, Ca",0.0115384615384615,MG,cantaloupe
"Iron, Fe",0.015,MG,cantaloupe
"Sodium, Na",0.00826086956521739,MG,cantaloupe
"Vitamin C, total ascorbic acid",0.397777777777778,MG,cantaloupe
Cholesterol,0.0,MG,cantaloupe
"Fatty acids, total saturated",0.0,G,cantaloupe
"Folate, DFE",0.045,UG,caraway
"Vitamin A, RAE",0.301111111111111,UG,caraway
Protein,0.168,G,caraway
"Fiber, total dietary",0.0,G,caraway
"Iron, Fe",0.0355555555555556,MG,caraway
"Magnesium, Mg",0.0523809523809524,MG,caraway
"Phosphorus, P",0.392,MG,caraway
"Sodium, Na",0.3,MG,caraway
"Copper, Cu",0.0266666666666667,MG,caraway
"Manganese, Mn",0.0091304347826087,MG,caraway
"Vitamin C, total ascorbic acid",0.0,MG,caraway
Thiamin,0.0258333333333333,MG,caraway
Riboflavin,0.34615384615384603,MG,caraway
Vitamin B-12,0.1125,UG,caraway
Cholesterol,0.31,MG,caraway
"Fatty acids, total saturated",0.155,G,caraway
Total lipid (fat),0.164044943820225,G,caraway
"Carbohydrate, by difference",0.0024,G,caraway
"Calcium, Ca",0.517692307692308,MG,caraway
"Potassium, K",0.0197872340425532,MG,caraway
"Zinc, Zn",0.267272727272727,MG,caraway
Niacin,0.01125,MG,caraway
Pantothenic acid,0.038,MG,caraway
Vitamin B-6,0.0435294117647059,MG,caraway
"Selenium, Se",0.26363636363636395,UG,caraway
Total lipid (fat),0.0,G,cardamom
"Carbohydrate, by difference",0.0,G,cardamom
"Sodium, Na",0.0,MG,cardamom
Protein,0.0,G,cardamom
Protein,0.0062,G,carrot
Total lipid (fat),0.00134831460674157,G,carrot
"Carbohydrate, by difference",0.00751372549019608,G,carrot
"Fiber, total dietary",0.021875,G,carrot
"Calcium, Ca",0.0253846153846154,MG,carrot
"Iron, Fe",0.0166666666666667,MG,carrot
"Magnesium, Mg",0.0285714285714286,MG,carrot
"Phosphorus, P",0.027999999999999997,MG,carrot
"Potassium, K",0.0680851063829787,MG,carrot
"Sodium, Na",0.03,MG,carrot
"Zinc, Zn",0.0218181818181818,MG,carrot
"Copper, Cu",0.05,MG,carrot
"Selenium, Se",0.00181818181818182,UG,carrot
"Vitamin A, RAE",0.9277777777777779,UG,carrot
Vitamin E (alpha-tocopherol),0.044000000000000004,MG,carrot
Vitamin D (D2 + D3),0.0,UG,carrot
"Vitamin C, total ascorbic acid",0.0655555555555556,MG,carrot
Thiamin,0.055,MG,carrot
Riboflavin,0.0446153846153846,MG,carrot
Niacin,0.0614375,MG,carrot
Vitamin B-6,0.0811764705882353,MG,carrot
Vitamin B-12,0.0,UG,carrot
"Choline, total",0.016,MG,carrot
Vitamin K (phylloquinone),0.11,UG,carrot
"Folate, DFE",0.0475,UG,carrot
Cholesterol,0.0,MG,carrot
"Fatty acids, total saturated",0.000266666666666667,G,carrot
"Calcium, Ca",0.0,MG,cashew
"Iron, Fe",0.0927777777777778,MG,cashew
"Vitamin C, total ascorbic acid",0.0,MG,cashew
Protein,0.0465333333333333,G,cashew
Total lipid (fat),0.11741573033707901,G,cashew
"Carbohydrate, by difference",0.0528627450980392,G,cashew
"Fiber, total dietary",0.01796875,G,cashew
"Sodium, Na",0.15173913043478301,MG,cashew
Cholesterol,0.0766666666666667,MG,cashew
"Fatty acids, total saturated",0.0581666666666667,G,cashew
Protein,0.0,G,cauliflower
Total lipid (fat),0.0,G,cauliflower
"Carbohydrate, by difference",0.00276862745098039,G,cauliflower
"Fiber, total dietary",0.01875,G,cauliflower
"Calcium, Ca",0.0,MG,cauliflower
"Iron, Fe",0.0,MG,cauliflower
"Potassium, K",0.03,MG,cauliflower
"Sodium, Na",0.007826086956521741,MG,cauliflower
"Sugars, added",0.0,G,cauliflower
Cholesterol,0.0,MG,cauliflower
"Fatty acids, total saturated",0.0,G,cauliflower
Protein,0.133333333333333,G,caviar
Total lipid (fat),0.11235955056179801,G,caviar
"Carbohydrate, by difference",0.0,G,caviar
"Fiber, total dietary",0.0,G,caviar
"Calcium, Ca",0.10230769230769199,MG,caviar
"Iron, Fe",0.5333333333333329,MG,caviar
"Sodium, Na",0.726086956521739,MG,caviar
"Vitamin C, total ascorbic acid",0.0,MG,caviar
Cholesterol,0.0021100000000000003,MG,caviar
"Fatty acids, total saturated",0.02775,G,caviar
Total lipid (fat),0.0,G,celery
"Calcium, Ca",0.0276923076923077,MG,celery
"Iron, Fe",0.0183333333333333,MG,celery
"Vitamin C, total ascorbic acid",0.0911111111111111,MG,celery
Cholesterol,0.0,MG,celery
"Fatty acids, total saturated",0.0,G,celery
Protein,0.0,G,celery
"Carbohydrate, by difference",0.00285490196078431,G,celery
"Fiber, total dietary",0.0140625,G,celery
"Sodium, Na",0.0456521739130435,MG,celery
Protein,0.00106666666666667,G,champagne
Total lipid (fat),0.00044943820224719103,G,champagne
"Carbohydrate, by difference",0.00956862745098039,G,champagne
"Fiber, total dietary",0.00078125,G,champagne
"Calcium, Ca",0.00615384615384615,MG,champagne
"Iron, Fe",0.0138888888888889,MG,champagne
"Magnesium, Mg",0.019047619047619,MG,champagne
"Phosphorus, P",0.0088,MG,champagne
"Potassium, K",0.0176595744680851,MG,champagne
"Sodium, Na",1.7391304347826102,MG,champagne
"Zinc, Zn",0.00909090909090909,MG,champagne
"Copper, Cu",0.0422222222222222,MG,champagne
"Selenium, Se",0.00363636363636364,UG,champagne
"Vitamin A, RAE",0.0,UG,champagne
Vitamin E (alpha-tocopherol),0.000666666666666667,MG,champagne
Vitamin D (D2 + D3),0.0,UG,champagne
"Vitamin C, total ascorbic acid",0.0444444444444444,MG,champagne
Thiamin,0.02,MG,champagne
Riboflavin,0.0130769230769231,MG,champagne
Niacin,0.008375,MG,champagne
Vitamin B-6,0.0323529411764706,MG,champagne
Vitamin B-12,0.0,UG,champagne
"Choline, total",0.00545454545454545,MG,champagne
Vitamin K (phylloquinone),0.0008333333333333331,UG,champagne
"Folate, DFE",0.0175,UG,champagne
Cholesterol,0.0,MG,champagne
"Fatty acids, total saturated",4.1666666666666706e-05,G,champagne
Protein,0.0125333333333333,G,chard
Total lipid (fat),0.0165168539325843,G,chard
"Carbohydrate, by difference",0.00305882352941176,G,chard
"Fiber, total dietary",0.01328125,G,chard
"Calcium, Ca",0.0415384615384615,MG,chard
"Iron, Fe",0.10444444444444399,MG,chard
"Magnesium, Mg",0.2,MG,chard
"Phosphorus, P",0.0384,MG,chard
"Potassium, K",0.0840425531914894,MG,chard
"Sodium, Na",0.153478260869565,MG,chard
"Zinc, Zn",0.0345454545454545,MG,chard
"Copper, Cu",0.20666666666666697,MG,chard
"Selenium, Se",0.0163636363636364,UG,chard
"Vitamin A, RAE",0.34888888888888897,UG,chard
Vitamin E (alpha-tocopherol),0.152,MG,chard
Vitamin D (D2 + D3),0.0,UG,chard
"Vitamin C, total ascorbic acid",0.243333333333333,MG,chard
Thiamin,0.0316666666666667,MG,chard
Riboflavin,0.0684615384615385,MG,chard
Niacin,0.02475,MG,chard
Vitamin B-6,0.0682352941176471,MG,chard
Vitamin B-12,0.0,UG,chard
"Choline, total",0.0345454545454545,MG,chard
Vitamin K (phylloquinone),0.007216666666666671,UG,chard
"Folate, DFE",0.0275,UG,chard
Cholesterol,0.0066666666666666706,MG,chard
"Fatty acids, total saturated",0.00671666666666666,G,chard
Protein,0.0,G,chartreuse
Total lipid (fat),0.00168539325842697,G,chartreuse
"Carbohydrate, by difference",0.0326274509803922,G,chartreuse
"Fiber, total dietary",0.0,G,chartreuse
"Calcium, Ca",0.0,MG,chartreuse
"Iron, Fe",0.0038888888888888896,MG,chartreuse
"Magnesium, Mg",0.0,MG,chartreuse
"Phosphorus, P",0.0,MG,chartreuse
"Potassium, K",0.0,MG,chartreuse
"Sodium, Na",0.00217391304347826,MG,chartreuse
"Zinc, Zn",0.00363636363636364,MG,chartreuse
"Copper, Cu",0.0888888888888889,MG,chartreuse
"Selenium, Se",0.00727272727272727,UG,chartreuse
"Vitamin A, RAE",0.0,UG,chartreuse
Vitamin E (alpha-tocopherol),0.0,MG,chartreuse
Vitamin D (D2 + D3),0.0,UG,chartreuse
"Vitamin C, total ascorbic acid",0.0,MG,chartreuse
Thiamin,0.0,MG,chartreuse
Riboflavin,0.0,MG,chartreuse
Niacin,0.0001875,MG,chartreuse
Vitamin B-6,0.0,MG,chartreuse
Vitamin B-12,0.0,UG,chartreuse
"Choline, total",0.0,MG,chartreuse
Vitamin K (phylloquinone),0.0,UG,chartreuse
"Folate, DFE",0.0,UG,chartreuse
Cholesterol,0.0,MG,chartreuse
"Fatty acids, total saturated",0.00011666666666666699,G,chartreuse
Protein,0.0666666666666667,G,cheddar
Total lipid (fat),0.11235955056179801,G,cheddar
"Carbohydrate, by difference",0.0104313725490196,G,cheddar
"Fiber, total dietary",0.0,G,cheddar
"Calcium, Ca",0.256153846153846,MG,cheddar
"Iron, Fe",0.0,MG,cheddar
"Sodium, Na",0.752173913043478,MG,cheddar
"Vitamin C, total ascorbic acid",0.0,MG,cheddar
Cholesterol,0.11,MG,cheddar
"Fatty acids, total saturated",0.0694166666666667,G,cheddar
Protein,0.140666666666667,G,cheese
Total lipid (fat),0.13820224719101099,G,cheese
"Carbohydrate, by difference",0.00192941176470588,G,cheese
"Fiber, total dietary",0.0,G,cheese
"Calcium, Ca",0.0,MG,cheese
"Iron, Fe",0.0,MG,cheese
"Sodium, Na",0.260434782608696,MG,cheese
"Vitamin C, total ascorbic acid",0.0,MG,cheese
Cholesterol,0.17666666666666697,MG,cheese
"Fatty acids, total saturated",0.146666666666667,G,cheese
Protein,0.0266666666666667,G,cherry
Total lipid (fat),0.11235955056179801,G,cherry
"Carbohydrate, by difference",0.0329411764705882,G,cherry
"Fiber, total dietary",0.015625,G,cherry
"Calcium, Ca",0.0307692307692308,MG,cherry
"Iron, Fe",0.08,MG,cherry
"Sodium, Na",0.0869565217391304,MG,cherry
"Vitamin C, total ascorbic acid",0.0,MG,cherry
Cholesterol,0.0,MG,cherry
"Fatty acids, total saturated",0.0583333333333333,G,cherry
Protein,0.0266666666666667,G,chestnut
Total lipid (fat),0.00561797752808989,G,chestnut
"Carbohydrate, by difference",0.0345098039215686,G,chestnut
"Fiber, total dietary",0.046875,G,chestnut
"Calcium, Ca",0.0,MG,chestnut
"Iron, Fe",0.04,MG,chestnut
"Sodium, Na",0.0,MG,chestnut
"Vitamin C, total ascorbic acid",0.266666666666667,MG,chestnut
Cholesterol,0.0,MG,chestnut
"Fatty acids, total saturated",0.0,G,chestnut
Protein,0.142666666666667,G,chicken
Total lipid (fat),0.0100561797752809,G,chicken
"Carbohydrate, by difference",0.0,G,chicken
"Fiber, total dietary",0.0,G,chicken
"Calcium, Ca",0.0,MG,chicken
"Iron, Fe",0.0,MG,chicken
"Sodium, Na",0.0778260869565217,MG,chicken
"Vitamin C, total ascorbic acid",0.0,MG,chicken
Cholesterol,0.15,MG,chicken
"Fatty acids, total saturated",0.00741666666666667,G,chicken
Protein,0.12666666666666698,G,chickpea
Total lipid (fat),0.0337078651685393,G,chickpea
"Carbohydrate, by difference",0.047843137254902,G,chickpea
"Fiber, total dietary",0.1328125,G,chickpea
"Calcium, Ca",0.0769230769230769,MG,chickpea
"Iron, Fe",0.34,MG,chickpea
"Sodium, Na",0.0104347826086957,MG,chickpea
"Vitamin C, total ascorbic acid",0.04,MG,chickpea
Cholesterol,0.0,MG,chickpea
"Fatty acids, total saturated",0.00833333333333333,G,chickpea
Vitamin K (phylloquinone),0.9,UG,chile pepper
"Carbohydrate, by difference",0.0548235294117647,G,chile pepper
Vitamin E (alpha-tocopherol),0.209333333333333,MG,chile pepper
"Folate, DFE",0.1275,UG,chile pepper
"Choline, total",0.15327272727272698,MG,chile pepper
"Vitamin A, RAE",1.46666666666667,UG,chile pepper
"Calcium, Ca",0.0346153846153846,MG,chile pepper
"Potassium, K",0.397872340425532,MG,chile pepper
"Zinc, Zn",0.0927272727272727,MG,chile pepper
Niacin,0.541875,MG,chile pepper
Pantothenic acid,0.1912,MG,chile pepper
Vitamin B-6,0.476470588235294,MG,chile pepper
Total lipid (fat),0.0326404494382022,G,chile pepper
"Fiber, total dietary",0.22421875,G,chile pepper
"Iron, Fe",0.33555555555555605,MG,chile pepper
"Magnesium, Mg",0.20952380952381,MG,chile pepper
"Phosphorus, P",0.1272,MG,chile pepper
"Sodium, Na",0.0395652173913043,MG,chile pepper
"Copper, Cu",0.253333333333333,MG,chile pepper
"Manganese, Mn",0.35695652173913,MG,chile pepper
Protein,0.0706666666666667,G,chile pepper
"Fatty acids, total saturated",0.006775,G,chile pepper
"Vitamin C, total ascorbic acid",0.34888888888888897,MG,chile pepper
Thiamin,0.0675,MG,chile pepper
Riboflavin,0.923076923076923,MG,chile pepper
Vitamin B-12,0.0,UG,chile pepper
Cholesterol,0.0,MG,chile pepper
Vitamin D (D2 + D3),0.0,UG,chile pepper
"Selenium, Se",0.0636363636363636,UG,chile pepper
Protein,0.0367333333333333,G,chili
Total lipid (fat),0.0573033707865169,G,chili
"Carbohydrate, by difference",0.005317647058823529,G,chili
"Fiber, total dietary",0.00625,G,chili
"Calcium, Ca",0.0130769230769231,MG,chili
"Iron, Fe",0.0255555555555556,MG,chili
"Potassium, K",0.0278723404255319,MG,chili
"Sodium, Na",0.169565217391304,MG,chili
"Vitamin C, total ascorbic acid",0.0,MG,chili
Cholesterol,0.05,MG,chili
"Fatty acids, total saturated",0.03175,G,chili
Protein,0.0488,G,chocolate
Total lipid (fat),0.164606741573034,G,chocolate
"Carbohydrate, by difference",0.047843137254902,G,chocolate
"Fiber, total dietary",0.01875,G,chocolate
"Calcium, Ca",0.15,MG,chocolate
"Iron, Fe",0.195,MG,chocolate
"Sodium, Na",0.0369565217391304,MG,chocolate
"Vitamin C, total ascorbic acid",0.0,MG,chocolate
Cholesterol,0.08,MG,chocolate
"Fatty acids, total saturated",0.1425,G,chocolate
Total lipid (fat),0.0,G,cilantro
"Carbohydrate, by difference",0.0,G,cilantro
"Sodium, Na",0.0,MG,cilantro
Protein,0.0,G,cilantro
Protein,0.0,G,cinnamon
Total lipid (fat),0.0,G,cinnamon
"Carbohydrate, by difference",0.0,G,cinnamon
"Sodium, Na",0.0,MG,cinnamon
Cholesterol,0.0,MG,cinnamon
Protein,0.0,G,citrus
"Fiber, total dietary",0.0,G,citrus
"Iron, Fe",0.0,MG,citrus
"Magnesium, Mg",0.0,MG,citrus
"Phosphorus, P",0.0,MG,citrus
"Sodium, Na",0.00434782608695652,MG,citrus
"Copper, Cu",0.0,MG,citrus
"Manganese, Mn",0.0,MG,citrus
"Vitamin A, RAE",0.0,UG,citrus
Vitamin D (D2 + D3),0.0,UG,citrus
"Vitamin C, total ascorbic acid",0.277777777777778,MG,citrus
"Fatty acids, total saturated",0.0,G,citrus
Vitamin K (phylloquinone),0.0,UG,citrus
Cholesterol,0.0,MG,citrus
Total lipid (fat),0.0,G,citrus
"Carbohydrate, by difference",0.00886274509803922,G,citrus
"Calcium, Ca",0.00615384615384615,MG,citrus
"Potassium, K",0.851063829787234,MG,citrus
"Zinc, Zn",0.0,MG,citrus
"Selenium, Se",0.0,UG,citrus
Vitamin E (alpha-tocopherol),0.0,MG,citrus
Niacin,0.0,MG,citrus
Pantothenic acid,0.0,MG,citrus
Vitamin B-6,0.0,MG,citrus
"Choline, total",0.0,MG,citrus
"Folate, DFE",0.0,UG,citrus
Vitamin B-12,0.0,UG,citrus
Thiamin,0.0,MG,citrus
Riboflavin,0.0,MG,citrus
Protein,0.0582,G,clam
Total lipid (fat),0.0265168539325843,G,clam
"Carbohydrate, by difference",0.00770980392156863,G,clam
"Fiber, total dietary",0.009375,G,clam
"Calcium, Ca",0.0330769230769231,MG,clam
"Iron, Fe",0.0661111111111111,MG,clam
"Magnesium, Mg",0.0428571428571429,MG,clam
"Phosphorus, P",0.0808,MG,clam
"Potassium, K",0.0338297872340425,MG,clam
"Sodium, Na",0.14173913043478303,MG,clam
"Zinc, Zn",0.0445454545454545,MG,clam
"Copper, Cu",0.0755555555555556,MG,clam
"Selenium, Se",0.30181818181818204,UG,clam
"Vitamin A, RAE",0.0766666666666667,UG,clam
Vitamin E (alpha-tocopherol),0.0493333333333333,MG,clam
Vitamin D (D2 + D3),0.005,UG,clam
"Vitamin C, total ascorbic acid",0.163333333333333,MG,clam
Thiamin,0.0808333333333333,MG,clam
Riboflavin,0.0553846153846154,MG,clam
Niacin,0.066875,MG,clam
Vitamin B-6,0.0605882352941176,MG,clam
Vitamin B-12,1.84166666666667,UG,clam
"Choline, total",0.0638181818181818,MG,clam
Vitamin K (phylloquinone),0.08,UG,clam
"Folate, DFE",0.0475,UG,clam
Cholesterol,0.0533333333333333,MG,clam
"Fatty acids, total saturated",0.009000000000000001,G,clam
Vitamin B-12,0.0,UG,clove
Cholesterol,0.0,MG,clove
Vitamin K (phylloquinone),1.18333333333333,UG,clove
"Choline, total",0.068,MG,clove
Total lipid (fat),0.0730337078651685,G,clove
"Carbohydrate, by difference",0.0513725490196078,G,clove
Niacin,0.0975,MG,clove
Pantothenic acid,0.1018,MG,clove
Vitamin B-6,0.23,MG,clove
"Folate, DFE",0.0625,UG,clove
"Calcium, Ca",0.486153846153846,MG,clove
"Potassium, K",0.21702127659574502,MG,clove
"Zinc, Zn",0.21090909090909102,MG,clove
"Selenium, Se",0.130909090909091,UG,clove
Vitamin E (alpha-tocopherol),0.588,MG,clove
"Fiber, total dietary",0.26484375,G,clove
"Iron, Fe",0.655555555555556,MG,clove
"Magnesium, Mg",0.616666666666667,MG,clove
"Phosphorus, P",0.0832,MG,clove
"Sodium, Na",0.120434782608696,MG,clove
"Copper, Cu",0.40888888888888897,MG,clove
"Manganese, Mn",0.0261304347826087,MG,clove
"Vitamin C, total ascorbic acid",0.00222222222222222,MG,clove
Thiamin,0.131666666666667,MG,clove
Riboflavin,0.16923076923076902,MG,clove
"Vitamin A, RAE",0.00888888888888889,UG,clove
"Fatty acids, total saturated",0.0329166666666667,G,clove
Protein,0.0398,G,clove
Vitamin D (D2 + D3),0.0,UG,clove
Protein,0.0238,G,coconut
Total lipid (fat),0.200561797752809,G,coconut
"Carbohydrate, by difference",0.0363921568627451,G,coconut
"Fiber, total dietary",0.028125,G,coconut
"Calcium, Ca",0.0,MG,coconut
"Iron, Fe",0.10722222222222198,MG,coconut
"Sodium, Na",0.11347826086956501,MG,coconut
"Vitamin C, total ascorbic acid",0.0,MG,coconut
Cholesterol,0.0,MG,coconut
"Fatty acids, total saturated",0.2675,G,coconut
Protein,0.0826666666666667,G,cod
Total lipid (fat),0.0165168539325843,G,cod
"Carbohydrate, by difference",0.00414901960784314,G,cod
"Fiber, total dietary",0.0046875,G,cod
"Calcium, Ca",0.0269230769230769,MG,cod
"Iron, Fe",0.0472222222222222,MG,cod
"Sodium, Na",0.18173913043478301,MG,cod
"Vitamin C, total ascorbic acid",0.0388888888888889,MG,cod
Cholesterol,0.10666666666666699,MG,cod
"Fatty acids, total saturated",0.004916666666666671,G,cod
Total lipid (fat),0.0,G,coffee
"Calcium, Ca",0.33692307692307694,MG,coffee
"Iron, Fe",0.25,MG,coffee
"Phosphorus, P",0.3,MG,coffee
"Zinc, Zn",0.0,MG,coffee
"Vitamin C, total ascorbic acid",0.0,MG,coffee
Niacin,0.0,MG,coffee
Vitamin B-6,0.0,MG,coffee
Vitamin B-12,0.0,UG,coffee
Vitamin K (phylloquinone),0.0,UG,coffee
Cholesterol,0.0,MG,coffee
"Fatty acids, total saturated",0.0,G,coffee
Protein,0.0833333333333333,G,coffee
"Carbohydrate, by difference",0.0392156862745098,G,coffee
"Fiber, total dietary",0.09765625,G,coffee
"Potassium, K",0.293617021276596,MG,coffee
"Sodium, Na",0.652173913043478,MG,coffee
Protein,0.0156666666666667,G,collard greens
Total lipid (fat),0.0,G,collard greens
"Carbohydrate, by difference",0.00461176470588235,G,collard greens
"Fiber, total dietary",0.02734375,G,collard greens
"Calcium, Ca",0.0907692307692308,MG,collard greens
"Iron, Fe",0.0,MG,collard greens
"Sodium, Na",0.007826086956521741,MG,collard greens
"Vitamin C, total ascorbic acid",0.39222222222222203,MG,collard greens
Cholesterol,0.0,MG,collard greens
"Fatty acids, total saturated",0.0,G,collard greens
"Calcium, Ca",0.0,MG,cookies
"Iron, Fe",0.22722222222222196,MG,cookies
"Vitamin C, total ascorbic acid",0.0,MG,cookies
Cholesterol,0.0,MG,cookies
Protein,0.0303333333333333,G,cookies
Total lipid (fat),0.12752808988764,G,cookies
"Carbohydrate, by difference",0.0516862745098039,G,cookies
"Fiber, total dietary",0.01796875,G,cookies
"Potassium, K",0.028936170212766003,MG,cookies
"Sodium, Na",0.13826086956521697,MG,cookies
"Fatty acids, total saturated",0.06625,G,cookies
Total lipid (fat),0.1,G,coriander
"Carbohydrate, by difference",0.0431372549019608,G,coriander
"Calcium, Ca",0.545384615384615,MG,coriander
"Potassium, K",0.270212765957447,MG,coriander
